plate_number,starting_price,current_offer,time_to_go,offers_number
TI 566,N/A,SFr. 10'100, 25.02.2026,9
TI 1579,N/A,SFr. 6'000, 18.02.2026,10
TI 10748,N/A,SFr. 1'900, 24.02.2026,0
TI 40504,N/A,SFr. 1'000, 18.02.2026,7
TI 340340,N/A,SFr. 800, 25.02.2026,4
TI 39562,SFr. 450,N/A,N/A,N/A
TI 43872,SFr. 400,N/A,N/A,N/A
TI 57351,SFr. 400,N/A,N/A,N/A
TI 61504,SFr. 350,N/A,N/A,N/A
TI 93847,SFr. 300,N/A,N/A,N/A
TI 111439,SFr. 200,N/A,N/A,N/A
