plate_number,starting_price,current_offer,time_to_go,offers_number
TI 498,N/A,SFr. 9'500, 21.06.2026,8
TI 2964,N/A,SFr. 3'000, 24.06.2026,3
TI 67876,N/A,SFr. 800, 24.06.2026,0
TI 116166,N/A,SFr. 600, 21.06.2026,0
TI 43698,SFr. 400,N/A,N/A,N/A
TI 47896,SFr. 400,N/A,N/A,N/A
TI 59867,SFr. 350,N/A,N/A,N/A
TI 63846,SFr. 400,N/A,N/A,N/A
TI 72189,SFr. 300,N/A,N/A,N/A
TI 76628,SFr. 400,N/A,N/A,N/A
TI 96829,SFr. 350,N/A,N/A,N/A
TI 111932,SFr. 200,N/A,N/A,N/A
