plate_number,starting_price,current_offer,time_to_go,offers_number
TI 10413,N/A,SFr. 800, 01.06.2026,1
TI 29329,N/A,SFr. 800, 01.06.2026,4
TI 46914,SFr. 450,N/A,N/A,N/A
TI 47896,SFr. 400,N/A,N/A,N/A
TI 63846,SFr. 400,N/A,N/A,N/A
TI 65391,SFr. 350,N/A,N/A,N/A
TI 76628,SFr. 400,N/A,N/A,N/A
