plate_number,starting_price,current_offer,time_to_go,offers_number
TI 281,N/A,SFr. 11'500, 10.06.2026,8
TI 14407,N/A,SFr. 900, 14.06.2026,1
TI 99952,N/A,SFr. 600, 14.06.2026,1
TI 322225,N/A,SFr. 600, 10.06.2026,0
TI 43698,SFr. 400,N/A,N/A,N/A
TI 47896,SFr. 400,N/A,N/A,N/A
TI 52031,SFr. 350,N/A,N/A,N/A
TI 59867,SFr. 350,N/A,N/A,N/A
TI 63846,SFr. 400,N/A,N/A,N/A
TI 72189,SFr. 300,N/A,N/A,N/A
TI 76628,SFr. 400,N/A,N/A,N/A
TI 96829,SFr. 350,N/A,N/A,N/A
TI 111932,SFr. 200,N/A,N/A,N/A
